ID;ROW_NUMBER;PURCHASING_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;VENDOR_CODE;VENDOR_NAME;NET_PRICE;CURRENCY
.1~5959;5959;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5960;5960;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5961;5961;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5962;5962;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5963;5963;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5964;5964;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5965;5965;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5966;5966;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5967;5967;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5968;5968;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5969;5969;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5970;5970;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5971;5971;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5972;5972;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5973;5973;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5974;5974;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5975;5975;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5976;5976;G5;02;08;02/08;18/01/2021 00:00;4;18;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5977;5977;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5978;5978;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5979;5979;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5980;5980;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5981;5981;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5982;5982;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5983;5983;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5984;5984;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5985;5985;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5986;5986;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5987;5987;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5988;5988;G5;02;09;02/09;19/01/2021 00:00;4;19;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5989;5989;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5990;5990;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5991;5991;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5992;5992;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5993;5993;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5994;5994;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5995;5995;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5996;5996;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5997;5997;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5998;5998;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5999;5999;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6000;6000;G5;02;10;02/10;20/01/2021 00:00;4;20;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6001;6001;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6002;6002;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6003;6003;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6004;6004;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6005;6005;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6006;6006;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6007;6007;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6008;6008;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6009;6009;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6010;6010;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6011;6011;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6012;6012;G5;03;01;03/01;21/01/2021 00:00;5;21;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6013;6013;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6014;6014;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6015;6015;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6016;6016;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6017;6017;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6018;6018;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6019;6019;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6020;6020;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6021;6021;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6022;6022;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6023;6023;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6024;6024;G5;03;02;03/02;22/01/2021 00:00;5;22;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6025;6025;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6026;6026;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6027;6027;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6028;6028;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6029;6029;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6030;6030;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6031;6031;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6032;6032;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6033;6033;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6034;6034;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6035;6035;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6036;6036;G5;03;03;03/03;23/01/2021 00:00;5;23;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6037;6037;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6038;6038;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6039;6039;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6040;6040;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6041;6041;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6042;6042;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6043;6043;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6044;6044;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6045;6045;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6046;6046;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6047;6047;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6048;6048;G5;03;04;03/04;24/01/2021 00:00;5;24;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6049;6049;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6050;6050;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6051;6051;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6052;6052;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6053;6053;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6054;6054;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6055;6055;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6056;6056;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6057;6057;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6058;6058;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6059;6059;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6060;6060;G5;03;05;03/05;25/01/2021 00:00;5;25;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6061;6061;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6062;6062;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6063;6063;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6064;6064;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6065;6065;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6066;6066;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6067;6067;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6068;6068;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6069;6069;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6070;6070;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6071;6071;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6072;6072;G5;03;06;03/06;26/01/2021 00:00;6;26;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6073;6073;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6074;6074;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6075;6075;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6076;6076;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6077;6077;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6078;6078;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6079;6079;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6080;6080;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6081;6081;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6082;6082;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6083;6083;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6084;6084;G5;03;07;03/07;27/01/2021 00:00;6;27;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6085;6085;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6086;6086;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6087;6087;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6088;6088;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6089;6089;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6090;6090;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6091;6091;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6092;6092;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6093;6093;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6094;6094;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6095;6095;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6096;6096;G5;03;08;03/08;28/01/2021 00:00;6;28;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6097;6097;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6098;6098;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6099;6099;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6100;6100;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6101;6101;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6102;6102;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6103;6103;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6104;6104;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6105;6105;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6106;6106;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6107;6107;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6108;6108;G5;03;09;03/09;29/01/2021 00:00;6;29;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6109;6109;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6110;6110;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6111;6111;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6112;6112;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6113;6113;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6114;6114;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6115;6115;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6116;6116;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6117;6117;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6118;6118;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6119;6119;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6120;6120;G5;03;10;03/10;30/01/2021 00:00;6;30;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6121;6121;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6122;6122;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6123;6123;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6124;6124;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6125;6125;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6126;6126;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6127;6127;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6128;6128;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6129;6129;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6130;6130;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6131;6131;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~6132;6132;G5;04;01;04/01;31/01/2021 00:00;7;31;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~6133;6133;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~6134;6134;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~6135;6135;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~6136;6136;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~6137;6137;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~6138;6138;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~6139;6139;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~6140;6140;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~6141;6141;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~6142;6142;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~6143;6143;G5;04;02;04/02;01/02/2021 00:00;7;32;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
